year_month,sku,reference_volume,reference_price,capacity,markup,discount,excise,vilc,nr,maco,segment,sellin_sku,sellout_volume,reference_price_unit,
2024-01,AGUILA 0 BOTELLA RETORNABLE 330.0,-0.21,5151.515152,330,0.393442623,0,0,23955.6798,-65240.64171,-41284.96191,Core,Aguila 0.0% RB 330,77.27469635,1700,330
2024-02,AGUILA 0 BOTELLA RETORNABLE 330.0,-0.12,5151.515152,330,0.393442623,0,0,14039.8991,-37280.36669,-23240.46759,Core,Aguila 0.0% RB 330,65.97470093,1700,330
2024-03,AGUILA 0 BOTELLA RETORNABLE 330.0,-0.04,5151.515152,330,0.393442623,0,0,4547.6631,-12426.7889,-7879.125797,Core,Aguila 0.0% RB 330,55.40169907,1700,330
2024-04,AGUILA 0 BOTELLA RETORNABLE 330.0,-0.19,5151.515152,330,0.393442623,0,0,22431.23626,-59027.24726,-36596.01101,Core,Aguila 0.0% RB 330,46.7507019,1700,330
2024-05,AGUILA 0 BOTELLA RETORNABLE 330.0,-0.14,5151.515152,330,0.363636426,0,0,16174.7733,-44444.44242,-28269.66912,Core,Aguila 0.0% RB 330,15.45909977,1700,330
2024-06,AGUILA 0 BOTELLA RETORNABLE 330.0,30.59,5151.515152,330,0.363636426,-0.012523814,-0.000241641,-3531686.927,9587143.929,6055457.002,Core,Aguila 0.0% RB 330,49.92290115,1700,330
2024-07,AGUILA 0 BOTELLA RETORNABLE 330.0,248.06,5151.515152,330,0.363636426,-0.009386974,0.000181472,-28544988.53,78024276.82,49479288.29,Core,Aguila 0.0% RB 330,191.5823975,1700,330
2024-08,AGUILA 0 BOTELLA RETORNABLE 330.0,162.71,5151.515152,330,0.363636426,-0.007814889,0,-19018028.02,51250295.9,32232267.88,Core,Aguila 0.0% RB 330,207.0830994,1700,330
2024-09,AGUILA 0 BOTELLA RETORNABLE 330.0,92.41,5151.515152,330,0.363636426,-0.006787485,0,-10823495.5,29137385.49,18313889.99,Core,Aguila 0.0% RB 330,263.973114,1700,330
2024-10,AGUILA 0 BOTELLA RETORNABLE 330.0,58.83,5151.515152,330,0.363636426,-0.009609437,0,-6938844.207,18496721.97,11557877.76,Core,Aguila 0.0% RB 330,158.4631958,1700,330
2024-11,AGUILA 0 BOTELLA RETORNABLE 330.0,0.15,5151.515152,330,0.363636426,-0.019132741,0,-21896.5548,46707.96258,24811.40778,Core,Aguila 0.0% RB 330,189.4668372,1700,330
2024-12,AGUILA 0 BOTELLA RETORNABLE 330.0,0,5151.515152,330,0.363636426,0,0,0,0,0,Core,Aguila 0.0% RB 330,73.52926921,1700,330
2025-02,AGUILA 0 BOTELLA RETORNABLE 330.0,-0.04,5151.515152,330,0.363636426,0,0,6172.480941,-12698.41212,-6525.93118,Core,Aguila 0.0% RB 330,68.48245229,1700,330
2025-04,AGUILA 0 BOTELLA RETORNABLE 330.0,1.48,5151.515152,330,0.363636426,-0.018696243,0,-178444.5028,461056.9822,282612.4794,Core,Aguila 0.0% RB 330,69.02806961,1700,330
2025-05,AGUILA 0 BOTELLA RETORNABLE 330.0,194.25,5151.515152,330,0.363636426,-0.012449778,0,-26924332.91,60898927.61,33974594.7,Core,Aguila 0.0% RB 330,39.90537498,1700,330
2025-06,AGUILA 0 BOTELLA RETORNABLE 330.0,160.95,5151.515152,330,0.363636426,-0.010368203,0,-22521534.34,50565469.99,28043935.65,Core,Aguila 0.0% RB 330,85.31960656,1700,330
2025-07,AGUILA 0 BOTELLA RETORNABLE 330.0,118.4,5151.515152,330,0.363636426,-0.016745579,0,-16766498.86,36957878.77,20191379.92,Core,Aguila 0.0% RB 330,153.5384623,1700,330
2025-08,AGUILA 0 BOTELLA RETORNABLE 330.0,79.63,5151.515152,330,0.363636426,-0.012651958,0,-11016611.69,24959530.48,13942918.79,Core,Aguila 0.0% RB 330,199.3425732,1700,330
2024-01,AGUILA 0 LATA NO RETORNABLE 330.0,-22.12,5151.515152,330,0.363636426,0.040489272,0.000137212,5395275.728,-7307510.088,-1912234.36,Core,Aguila 0.0% CAN 330,599.8590698,1700,330
2024-02,AGUILA 0 LATA NO RETORNABLE 330.0,-17.01,6060.606061,330,0.215190068,0.021001958,8.65899E-06,4124170.822,-7278794.443,-3154623.621,Core,Aguila 0.0% CAN 330,230.3860931,2000,330
2024-03,AGUILA 0 LATA NO RETORNABLE 330.0,958.13,6060.606061,330,0.215190068,-0.149699704,-0.000527773,-230934135.5,341233771.6,110299636.2,Core,Aguila 0.0% CAN 330,194.4933929,2000,330
2024-04,AGUILA 0 LATA NO RETORNABLE 330.0,906.29,6060.606061,330,0.215190068,-0.186519375,-0.000610234,-217951888.8,308754556.7,90802667.89,Core,Aguila 0.0% CAN 330,314.5628967,2000,330
2024-05,AGUILA 0 LATA NO RETORNABLE 330.0,1580.81,6060.606061,330,0.215190068,-0.31364004,-0.000401885,-382300863.1,454466766.8,72165903.63,Core,Aguila 0.0% CAN 330,546.7028809,2000,330
2024-06,AGUILA 0 LATA NO RETORNABLE 330.0,964.7,6060.606061,330,0.215190068,-0.339268925,-0.00018093,-233696771,267068676.2,33371905.24,Core,Aguila 0.0% CAN 330,621.1085815,2000,330
2024-07,AGUILA 0 LATA NO RETORNABLE 330.0,1095.75,6060.606061,330,0.215190068,-0.156245289,0.000135246,-265456601.8,387545038.2,122088436.5,Core,Aguila 0.0% CAN 330,948.0302734,2000,330
2024-08,AGUILA 0 LATA NO RETORNABLE 330.0,896.88,6060.606061,330,0.215190068,-0.201386356,0,-217865278.9,300189811.6,82324532.71,Core,Aguila 0.0% CAN 330,767.3513794,2000,330
2024-09,AGUILA 0 LATA NO RETORNABLE 330.0,629.27,6060.606061,330,0.215190068,-0.128671857,0,-152437089.5,229796628.4,77359538.93,Core,Aguila 0.0% CAN 330,716.7655029,2000,330
2024-10,AGUILA 0 LATA NO RETORNABLE 330.0,1144.73,6060.606061,330,0.215190068,-0.271789649,0,-277200161.3,349369344.7,72169183.38,Core,Aguila 0.0% CAN 330,719.5582275,2000,330
2024-11,AGUILA 0 LATA NO RETORNABLE 330.0,821.17,6060.606061,330,0.215190068,-0.243354619,0,-198747810.4,260405614.3,61657803.86,Core,Aguila 0.0% CAN 330,753.8096455,2000,330
2024-12,AGUILA 0 LATA NO RETORNABLE 330.0,742.78,6060.606061,330,0.215190068,-0.158730373,0,-179720124,261890831.2,82170707.26,Core,Aguila 0.0% CAN 330,947.490299,2000,330
2025-01,AGUILA 0 LATA NO RETORNABLE 330.0,1646.23,6060.606061,330,0.215190068,-0.157141991,0,-357190338.3,581526905.3,224336567.1,Core,Aguila 0.0% CAN 330,776.6790979,2000,330
2025-02,AGUILA 0 LATA NO RETORNABLE 330.0,1923.06,5303.030303,330,0.208633203,-0.235359161,0,-437113618,542166838.5,105053220.5,Core,Aguila 0.0% CAN 330,603.3655116,1750,330
2025-03,AGUILA 0 LATA NO RETORNABLE 330.0,2295.6,4545.454545,330,0.200000096,-0.79687479,0,-512415491.5,148425705.1,-363989786.5,Core,Aguila 0.0% CAN 330,1061.080962,1500,330
2025-04,AGUILA 0 LATA NO RETORNABLE 330.0,2111.6508,4924.242424,330,0.300000208,-0.967290046,0,-467397267.6,21986245.72,-445411021.9,Core,Aguila 0.0% CAN 330,1635.844608,1625,330
2025-05,AGUILA 0 LATA NO RETORNABLE 330.0,2243.1508,4545.454545,330,0.200000192,-0.591214486,0,-495910002.1,291879108.1,-204030894.1,Core,Aguila 0.0% CAN 330,1693.41077,1500,330
2025-06,AGUILA 0 LATA NO RETORNABLE 330.0,1691.1112,4545.454545,330,0.200000192,-1.008717347,0,-370683346.3,-4692513.773,-375375860.1,Core,Aguila 0.0% CAN 330,2027.17565,1500,330
2025-07,AGUILA 0 LATA NO RETORNABLE 330.0,2046.39,4545.454545,330,0.148936354,-0.896009408,-1.45532E-09,-449362084.8,70748434.81,-378613650,Core,Aguila 0.0% CAN 330,1893.921482,1500,330
2025-08,AGUILA 0 LATA NO RETORNABLE 330.0,1760.4348,4545.454545,330,0.12500018,-0.238105275,0,-389699364.1,455399634.3,65700270.27,Core,Aguila 0.0% CAN 330,1803.76043,1500,330
2024-03,AGUILA CERO BOTELLA RETORNABLE 330.0,-0.1,7272.727273,330,0.182266313,0,0,6979.07,-51693.39139,-44714.32139,Core,Aguila Cero RB 330,6.170599937,2400,330
2024-08,AGUILA CERO BOTELLA RETORNABLE 330.0,-0.1,7272.727273,330,0.182266313,0,0,6979.07,-51693.39139,-44714.32139,Core,Aguila Cero RB 330,94.07640076,2400,330
2024-09,AGUILA CERO BOTELLA RETORNABLE 330.0,-0.1,7272.727273,330,0.182266313,0,0,6979.07,-51693.39139,-44714.32139,Core,Aguila Cero RB 330,91.69550323,2400,330
2024-10,AGUILA CERO BOTELLA RETORNABLE 330.0,-0.2,7272.727273,330,0.182266313,0,0,13958.14,-103386.7828,-89428.64279,Core,Aguila Cero RB 330,0.0053,2400,330
2024-12,AGUILA CERO BOTELLA RETORNABLE 330.0,-0.2,7575.757576,330,0.182964781,0,0,13958.14,-107630.9784,-93672.83835,Core,Aguila Cero RB 330,5.087314131,2500,330
2025-01,AGUILA CERO BOTELLA RETORNABLE 330.0,-0.69,7575.757576,330,0.182964781,0,0,48155.583,-371326.8753,-323171.2923,Core,Aguila Cero RB 330,0.011522,2500,330
2025-06,AGUILA CERO BOTELLA RETORNABLE 330.0,-0.3,7575.757576,330,0.182964781,0,0,20937.21,-161446.4675,-140509.2575,Core,Aguila Cero RB 330,0.702954989,2500,330
2025-07,AGUILA CERO BOTELLA RETORNABLE 330.0,-0.1,7575.757576,330,0.182964781,0,0,6979.07,-53815.48918,-46836.41918,Core,Aguila Cero RB 330,1.206576959,2500,330
2024-03,AGUILA CERO LATA NO RETORNABLE 330.0,-0.03,10000,330,0.180327879,0,0,5361.576,-21358.54324,-15996.96724,Core,Aguila Cero CAN 330,0.0033,3300,330
2025-07,AGUILA CERO LATA NO RETORNABLE 330.0,-0.02,10404.0404,330,0.193050142,0,0,4216.432,-14656.36822,-10439.93622,Core,Aguila Cero CAN 330,28.42611204,3433.333333,330
2024-01,AGUILA CTE BOTELLA NO RETORNABLE 330.0,3444.28,6666.666667,330,0.189189118,-0.013963912,-0.201577436,-1229254133,1272856251,43602118.48,Core,Aguila NRB 330,319.0653992,2200,330
2024-02,AGUILA CTE BOTELLA NO RETORNABLE 330.0,4078.48,6666.666667,330,0.189189118,-0.010350683,-0.201974291,-1455340386,1513408838,58068452.09,Core,Aguila NRB 330,634.2276001,2200,330
2024-03,AGUILA CTE BOTELLA NO RETORNABLE 330.0,399.17,6666.666667,330,0.189189118,0,-0.000374516,-151373997.8,187977585.3,36603587.43,Core,Aguila NRB 330,834.2219238,2200,330
2024-04,AGUILA CTE BOTELLA NO RETORNABLE 330.0,458.38,7272.727273,330,-2.20833E-07,-0.019337953,-0.183398862,-110937043.3,223345808.6,112408765.2,Core,Aguila NRB 330,2216.893799,2400,330
2024-05,AGUILA CTE BOTELLA NO RETORNABLE 330.0,2852.28,7272.727273,330,-2.20833E-07,-0.008363799,-0.178033131,-713173083.9,1418257771,705084687.4,Core,Aguila NRB 330,3469.615234,2400,330
2024-06,AGUILA CTE BOTELLA NO RETORNABLE 330.0,1707.09,7272.727273,330,-2.20833E-07,-0.00386685,-0.172165732,-411863715.5,859640549.8,447776834.3,Core,Aguila NRB 330,1329.977539,2400,330
2024-07,AGUILA CTE BOTELLA NO RETORNABLE 330.0,3023.5,7272.727273,330,-2.20833E-07,-0.036993681,-0.170428109,-720425465.8,1464544382,744118916,Core,Aguila NRB 330,2748.988281,2400,330
2024-08,AGUILA CTE BOTELLA NO RETORNABLE 330.0,4665.37,7272.727273,330,0.18032808,-0.050197859,-0.195640114,-1665252789,1821790173,156537384,Core,Aguila NRB 330,2108.102295,2400,330
2024-09,AGUILA CTE BOTELLA NO RETORNABLE 330.0,2061.48,7272.727273,330,-2.20833E-07,-0.003372309,-0.186815868,-519106618.8,1020266612,501159993.5,Core,Aguila NRB 330,1465.875244,2400,330
2024-10,AGUILA CTE BOTELLA NO RETORNABLE 330.0,1815.48,7272.727273,330,-2.20833E-07,-0.004072493,-0.180472586,-439349566.5,904777648.2,465428081.7,Core,Aguila NRB 330,1470.13562,2400,330
2024-11,AGUILA CTE BOTELLA NO RETORNABLE 330.0,1524.34,7272.727273,330,0.18032808,-0.015437615,-0.196980682,-543954612.5,621620124.4,77665511.93,Core,Aguila NRB 330,1655.274789,2400,330
2024-12,AGUILA CTE BOTELLA NO RETORNABLE 330.0,931.39,7272.727273,330,0.18032808,0,-0.000453105,-353203466.8,482039188.3,128835721.5,Core,Aguila NRB 330,1765.390062,2400,330
2025-01,AGUILA CTE BOTELLA NO RETORNABLE 330.0,1909.53,7272.727273,330,-2.20833E-07,-0.023578865,-0.175885853,-686417502.2,934237723.2,247820221,Core,Aguila NRB 330,1945.294034,2400,330
2025-02,AGUILA CTE BOTELLA NO RETORNABLE 330.0,1722.02,7272.727273,330,-2.20833E-07,-0.005182382,-0.172243559,-623949293.7,865692463.4,241743169.7,Core,Aguila NRB 330,1221.205535,2400,330
2025-03,AGUILA CTE BOTELLA NO RETORNABLE 330.0,960.59,7272.727273,330,-2.20833E-07,-0.003967217,-0.171599866,-345581879.3,483998283.4,138416404.1,Core,Aguila NRB 330,1464.438487,2400,330
2025-04,AGUILA CTE BOTELLA NO RETORNABLE 330.0,598.75,7272.727273,330,0.18032808,0,-0.000362521,-290881737.2,309910048.7,19028311.42,Core,Aguila NRB 330,1675.511438,2400,330
2025-05,AGUILA CTE BOTELLA NO RETORNABLE 330.0,1425.9049,7272.727273,330,-2.20833E-07,-0.00606598,-0.175311529,-503621141.2,713386144.6,209765003.4,Core,Aguila NRB 330,1396.864421,2400,330
2025-06,AGUILA CTE BOTELLA NO RETORNABLE 330.0,588.7808,7272.727273,330,-2.20833E-07,-0.259553033,-0.169124159,-211221440.3,205582260.6,-5639179.694,Core,Aguila NRB 330,1994.238024,2400,330
2025-07,AGUILA CTE BOTELLA NO RETORNABLE 330.0,1870.49,7272.727273,330,-2.20833E-07,-0.039039824,-0.177297015,-675607298.3,895849918.9,220242620.6,Core,Aguila NRB 330,2518.546108,2400,330
2025-08,AGUILA CTE BOTELLA NO RETORNABLE 330.0,119.5468,7272.727273,330,-2.20833E-07,-1.585214283,-0.139904276,-41806769.15,-52978226.12,-94784995.26,Core,Aguila NRB 330,3158.903471,2400,330
2024-01,AGUILA CTE BOTELLA RETORNABLE 1000.0,60687.54,5500,1000,0.181818302,-0.019314543,-0.238147287,-6385292949,17623141733,11237848784,Core,Aguila RB 1000,97236.65625,5500,1000
2024-02,AGUILA CTE BOTELLA RETORNABLE 1000.0,54341.56,5500,1000,0.181818302,-0.027277768,-0.238338775,-5703609640,15607020595,9903410956,Core,Aguila RB 1000,80860.82813,5500,1000
2024-03,AGUILA CTE BOTELLA RETORNABLE 1000.0,57848.28,5500,1000,0.181818302,-0.019785259,-0.238850669,-6064086501,16772082990,10707996489,Core,Aguila RB 1000,73241.60938,5500,1000
2024-04,AGUILA CTE BOTELLA RETORNABLE 1000.0,59605.01,5500,1000,0.181818302,-0.02753445,-0.239134007,-6244010057,17094175095,10850165038,Core,Aguila RB 1000,79106.55469,5500,1000
2024-05,AGUILA CTE BOTELLA RETORNABLE 1000.0,59957.78,5500,1000,0.181818302,-0.000492147,-0.238911716,-6285649555,17834653503,11549003948,Core,Aguila RB 1000,75122.21094,5500,1000
2024-06,AGUILA CTE BOTELLA RETORNABLE 1000.0,58874.93,5500,1000,0.181818302,-0.01801851,-0.238741871,-6162678437,17112926000,10950247563,Core,Aguila RB 1000,74449.26563,5500,1000
2024-07,AGUILA CTE BOTELLA RETORNABLE 1000.0,76135.05,5500,1000,0.181818302,-0.021924079,-0.245324834,-7962330434,21817557303,13855226869,Core,Aguila RB 1000,84999.09375,5500,1000
2024-08,AGUILA CTE BOTELLA RETORNABLE 1000.0,59181.56,5500,1000,0.181818302,-0.016251364,-0.243472354,-6182767275,17133467313,10950700038,Core,Aguila RB 1000,79785.67188,5500,1000
2024-09,AGUILA CTE BOTELLA RETORNABLE 1000.0,57593.77,5500,1000,0.181818302,-0.0278873,-0.238708564,-6021966635,16519004808,10497038173,Core,Aguila RB 1000,82074.09375,5500,1000
2024-10,AGUILA CTE BOTELLA RETORNABLE 1000.0,60336.34,5500,1000,0.181818302,-0.02822434,-0.239017195,-6292650137,17290391336,10997741199,Core,Aguila RB 1000,84680.0625,5500,1000
2024-11,AGUILA CTE BOTELLA RETORNABLE 1000.0,63098.31,5500,1000,0.181818302,-0.022531965,-0.238433954,-6583292227,18236740182,11653447956,Core,Aguila RB 1000,75060.10615,5500,1000
2024-12,AGUILA CTE BOTELLA RETORNABLE 1000.0,84177.34,5500,1000,0.181818302,-0.018131466,-0.239081858,-8788744077,24452559211,15663815134,Core,Aguila RB 1000,85428.15495,5500,1000
2025-01,AGUILA CTE BOTELLA RETORNABLE 1000.0,53334.42,5500,1000,0.181818302,-0.036615115,-0.23844988,-5087284430,15120691892,10033407461,Core,Aguila RB 1000,92016.79733,5500,1000
2025-02,AGUILA CTE BOTELLA RETORNABLE 1000.0,48069.43,5500,1000,0.181818302,-0.026638356,-0.238486059,-4572001376,13814901987,9242900612,Core,Aguila RB 1000,67480.03692,5500,1000
2025-03,AGUILA CTE BOTELLA RETORNABLE 1000.0,56663.52,5500,1000,0.181818302,-0.026986279,-0.238235089,-5384413891,16282649903,10898236012,Core,Aguila RB 1000,76365.72952,5500,1000
2025-04,AGUILA CTE BOTELLA RETORNABLE 1000.0,57294.14,5500,1000,0.181818302,-0.030085003,-0.238647689,-5445000441,16385186149,10940185708,Core,Aguila RB 1000,74659.63695,5500,1000
2025-05,AGUILA CTE BOTELLA RETORNABLE 1000.0,61768.42,5500,1000,0.181818302,-0.023713896,-0.238633928,-5858471624,17818992175,11960520551,Core,Aguila RB 1000,76860.86823,5500,1000
2025-06,AGUILA CTE BOTELLA RETORNABLE 1000.0,59418.81,5500,1000,0.181818302,-0.062770467,-0.241642948,-5633738735,16163677040,10529938305,Core,Aguila RB 1000,77841.61311,5500,1000
2025-07,AGUILA CTE BOTELLA RETORNABLE 1000.0,61868.2,5500,1000,0.181818302,-0.026898071,-0.239188453,-5861246294,17757317509,11896071215,Core,Aguila RB 1000,79981.65048,5500,1000
2025-08,AGUILA CTE BOTELLA RETORNABLE 1000.0,60842.74,5500,1000,0.181818302,-0.019037339,-0.238962837,-5766629609,17655400861,11888771252,Core,Aguila RB 1000,76825.62019,5500,1000
2024-03,AGUILA CTE BOTELLA RETORNABLE 250.0,5377.87,8000,250,0.185647676,-0.022312351,-0.276041282,-782065363.6,2139518035,1357452672,Core,Aguila RB 250,16.26519966,2000,250
2024-04,AGUILA CTE BOTELLA RETORNABLE 250.0,4055.16,8000,250,0.185647676,-0.030154499,-0.273661934,-570136223.1,1600733868,1030597645,Core,Aguila RB 250,104.305397,2000,250
2024-05,AGUILA CTE BOTELLA RETORNABLE 250.0,4777.23,8000,250,0.185647676,-0.041444875,-0.271161879,-664546940.6,1861953294,1197406353,Core,Aguila RB 250,31.1765995,2000,250
2024-06,AGUILA CTE BOTELLA RETORNABLE 250.0,4978.9,8000,250,0.185647676,-0.030824014,-0.270069613,-714470697.4,1973622266,1259151569,Core,Aguila RB 250,31.10000038,2000,250
2024-07,AGUILA CTE BOTELLA RETORNABLE 250.0,5668.19,8000,250,0.185647676,-0.015284747,-0.275401961,-809915116.8,2279658902,1469743785,Core,Aguila RB 250,107.3889999,2000,250
2024-08,AGUILA CTE BOTELLA RETORNABLE 250.0,6130.58,8000,250,0.185647676,-0.037309559,-0.271062369,-857949555.6,2404149928,1546200372,Core,Aguila RB 250,83.89320374,2000,250
2024-09,AGUILA CTE BOTELLA RETORNABLE 250.0,5937.85,8000,250,0.185647676,-0.041107425,-0.275895804,-837282622.3,2299509692,1462227070,Core,Aguila RB 250,734.0283813,2000,250
2024-10,AGUILA CTE BOTELLA RETORNABLE 250.0,6757.13,8000,250,0.185647676,-0.035192755,-0.276147188,-960988170,2638484452,1677496282,Core,Aguila RB 250,1384.390137,2000,250
2024-11,AGUILA CTE BOTELLA RETORNABLE 250.0,6904.46,8000,250,0.185647676,-0.007171713,-0.274136455,-978376390.1,2813583436,1835207046,Core,Aguila RB 250,1213.375525,2000,250
2024-12,AGUILA CTE BOTELLA RETORNABLE 250.0,8092.53,8000,250,0.185647676,-0.033563288,-0.26991279,-1139506858,3196007033,2056500175,Core,Aguila RB 250,1233.593478,2000,250
2025-01,AGUILA CTE BOTELLA RETORNABLE 250.0,6528.7,8000,250,0.185647676,-0.013100363,-0.271957275,-942773054.2,2646580542,1703807487,Core,Aguila RB 250,1076.19611,2000,250
2025-02,AGUILA CTE BOTELLA RETORNABLE 250.0,5947.06,8000,250,0.185647676,-0.021426899,-0.269087338,-863172849,2392397704,1529224855,Core,Aguila RB 250,1313.132967,2000,250
2025-03,AGUILA CTE BOTELLA RETORNABLE 250.0,7276.96,8000,250,0.185647676,-0.021298894,-0.272885707,-1046347459,2912248890,1865901431,Core,Aguila RB 250,817.0105829,2000,250
2025-04,AGUILA CTE BOTELLA RETORNABLE 250.0,7373.65,8000,250,0.185647676,-0.018710203,-0.273355891,-1067212398,2959801620,1892589222,Core,Aguila RB 250,1083.385439,2000,250
2025-05,AGUILA CTE BOTELLA RETORNABLE 250.0,7537.72,8000,250,0.185647676,-0.038524674,-0.269550873,-1086882563,2957236457,1870353894,Core,Aguila RB 250,848.6165945,2000,250
2025-06,AGUILA CTE BOTELLA RETORNABLE 250.0,7954.95,8000,250,0.185647676,-0.050451249,-0.275914333,-1152593318,3038429009,1885835691,Core,Aguila RB 250,1071.05076,2000,250
2025-07,AGUILA CTE BOTELLA RETORNABLE 250.0,8380.18,8000,250,0.185647676,0.000643838,-0.270271402,-1224584483,3470444416,2245859933,Core,Aguila RB 250,1121.850386,2000,250
2025-08,AGUILA CTE BOTELLA RETORNABLE 250.0,8296.96,8000,250,0.181959665,-0.00682045,-0.269072141,-1204160135,3417136734,2212976599,Core,Aguila RB 250,1744.714294,2000,250
2024-01,AGUILA CTE BOTELLA RETORNABLE 330.0,530125,7272.727273,330,0.18226601,-0.034042555,-0.22723057,-62888815888,2.0244E+11,1.39552E+11,Core,Aguila RB 330,576941.3125,2400,330
2024-02,AGUILA CTE BOTELLA RETORNABLE 330.0,463141.27,7272.727273,330,0.182266111,-0.023818635,-0.22955972,-54944267900,1.78751E+11,1.23807E+11,Core,Aguila RB 330,470267.3438,2400,330
2024-03,AGUILA CTE BOTELLA RETORNABLE 330.0,508538.82,7272.727273,330,0.182266313,0.000939077,-0.230310591,-60313268433,2.02584E+11,1.4227E+11,Core,Aguila RB 330,472457.625,2400,330
2024-04,AGUILA CTE BOTELLA RETORNABLE 330.0,488653.22,7272.727273,330,0.182266313,-0.022994815,-0.230251523,-57937218267,1.88631E+11,1.30694E+11,Core,Aguila RB 330,447833.4063,2400,330
2024-05,AGUILA CTE BOTELLA RETORNABLE 330.0,544507.42,7272.727273,330,0.182266313,-0.006993042,-0.230283742,-64567248186,2.14687E+11,1.5012E+11,Core,Aguila RB 330,459495.75,2400,330
2024-06,AGUILA CTE BOTELLA RETORNABLE 330.0,574479.89,7272.727273,330,0.193370423,-0.055684605,-0.233663171,-68142432080,2.09077E+11,1.40935E+11,Core,Aguila RB 330,474434.3125,2400,330
2024-07,AGUILA CTE BOTELLA RETORNABLE 330.0,543554.38,7272.727273,330,0.199001049,-0.036072227,-0.234456431,-64379476219,2.02107E+11,1.37728E+11,Core,Aguila RB 330,511894.625,2400,330
2024-08,AGUILA CTE BOTELLA RETORNABLE 330.0,563624.09,7272.727273,330,0.182266313,-0.020500165,-0.233029735,-66850580205,2.17489E+11,1.50638E+11,Core,Aguila RB 330,488406.7813,2400,330
2024-09,AGUILA CTE BOTELLA RETORNABLE 330.0,488862.27,7272.727273,330,0.182266313,-0.04893816,-0.232517795,-57972513860,1.81583E+11,1.2361E+11,Core,Aguila RB 330,488009.625,2400,330
2024-10,AGUILA CTE BOTELLA RETORNABLE 330.0,539153.67,7272.727273,330,0.182266313,-0.040291192,-0.230136962,-63981537833,2.03337E+11,1.39355E+11,Core,Aguila RB 330,493187.8125,2400,330
2024-11,AGUILA CTE BOTELLA RETORNABLE 330.0,586146.69,7424.242424,330,0.182622835,-0.029424537,-0.229248672,-69603930217,2.29232E+11,1.59628E+11,Core,Aguila RB 330,474800.0686,2450,330
2024-12,AGUILA CTE BOTELLA RETORNABLE 330.0,654869.59,7575.757576,330,0.182964781,-0.023804341,-0.224029463,-77682809526,2.65079E+11,1.87397E+11,Core,Aguila RB 330,522753.4618,2500,330
2025-01,AGUILA CTE BOTELLA RETORNABLE 330.0,506069.29,7575.757576,330,0.182964781,-0.102635832,-0.227003092,-57505766091,1.82569E+11,1.25063E+11,Core,Aguila RB 330,562049.0283,2500,330
2025-02,AGUILA CTE BOTELLA RETORNABLE 330.0,426367.91,7575.757576,330,0.182964781,-0.112432685,-0.226813336,-48380261207,1.51611E+11,1.03231E+11,Core,Aguila RB 330,446929.6607,2500,330
2025-03,AGUILA CTE BOTELLA RETORNABLE 330.0,484001.4,7575.757576,330,0.182964781,-0.060899271,-0.226705,-54983953043,1.85556E+11,1.30572E+11,Core,Aguila RB 330,476741.5678,2500,330
2025-04,AGUILA CTE BOTELLA RETORNABLE 330.0,483796.14,7500,330,0.171135133,-0.041400264,-0.226682475,-55009462315,1.9056E+11,1.35551E+11,Core,Aguila RB 330,460968.5762,2475,330
2025-05,AGUILA CTE BOTELLA RETORNABLE 330.0,514426.95,7575.757576,330,0.182964781,-0.04508543,-0.226922673,-58452527306,2.01538E+11,1.43086E+11,Core,Aguila RB 330,460500.5805,2500,330
2025-06,AGUILA CTE BOTELLA RETORNABLE 330.0,494086.66,7575.757576,330,0.182964781,0.074639025,-0.229317062,-56151533791,2.24767E+11,1.68615E+11,Core,Aguila RB 330,458941.4434,2500,330
2025-07,AGUILA CTE BOTELLA RETORNABLE 330.0,536608.46,7575.757576,330,0.182964781,-0.031625335,-0.227293068,-60929044079,2.14008E+11,1.53079E+11,Core,Aguila RB 330,472942.919,2500,330
2025-08,AGUILA CTE BOTELLA RETORNABLE 330.0,508701.75,7575.757576,330,0.182032952,-0.024660099,-0.226797412,-57749149601,2.05083E+11,1.47334E+11,Core,Aguila RB 330,471991.558,2500,330
2024-01,AGUILA CTE BOTELLA RETORNABLE 750.0,12314.8,6266.666667,750,0.175,-0.01599612,-0.237990256,-1503561762,4117426814,2613865052,Core,Aguila RB 750,28115.83789,4700,750
2024-02,AGUILA CTE BOTELLA RETORNABLE 750.0,10370.78,6266.666667,750,0.175000029,-0.017218617,-0.241067349,-1265747515,3447463473,2181715959,Core,Aguila RB 750,23631.82227,4700,750
2024-03,AGUILA CTE BOTELLA RETORNABLE 750.0,11742.36,6266.666667,750,0.175000088,-0.008617401,-0.240026731,-1449843489,3954146973,2504303484,Core,Aguila RB 750,24556.58398,4700,750
2024-04,AGUILA CTE BOTELLA RETORNABLE 750.0,11173.81,6266.666667,750,0.175000088,-0.009462157,-0.239687371,-1376229900,3760161295,2383931395,Core,Aguila RB 750,21438.60742,4700,750
2024-05,AGUILA CTE BOTELLA RETORNABLE 750.0,13230.08,6266.666667,750,0.175000088,-0.014647961,-0.240297056,-1623625391,4417764163,2794138771,Core,Aguila RB 750,23129.8457,4700,750
2024-06,AGUILA CTE BOTELLA RETORNABLE 750.0,12418.96,6266.666667,750,0.175000088,-0.016736922,-0.242504959,-1525633369,4123000453,2597367084,Core,Aguila RB 750,22155.56641,4700,750
